iter	Logloss
418	0.1409281791
419	0.1407538316
420	0.1406207392
421	0.1404764851
422	0.1404043909
423	0.140310276
424	0.1402115402
425	0.140067407
426	0.1399494402
427	0.1397963488
428	0.1396869737
429	0.1395261901
430	0.1393871481
431	0.1392381374
432	0.1391131346
433	0.1389386127
434	0.1387947238
435	0.1386114876
436	0.1384021032
437	0.138332955
438	0.1381749152
439	0.1380861078
440	0.1378976612
441	0.1377505714
442	0.1376232917
443	0.1374469417
444	0.1373455926
445	0.1372322799
446	0.1370189498
447	0.1368810313
448	0.1367409469
449	0.1365992664
450	0.136445363
451	0.1363467729
452	0.1361131226
453	0.1359675274
454	0.1358382611
455	0.1355771539
456	0.135389886
457	0.135256346
458	0.1350900219
459	0.1349278435
460	0.1348300872
461	0.1346345645
462	0.1344842317
463	0.1343347113
464	0.1341514434
465	0.1339970945
466	0.1338519251
467	0.133729468
468	0.1335998459
469	0.1335153329
470	0.1334318408
471	0.1333066534
472	0.1331626023
473	0.1330137609
474	0.1329262115
475	0.1328082444
476	0.132673944
477	0.132487471
478	0.1323356927
479	0.1321737975
480	0.1320863891
481	0.1319647287
482	0.1318263307
483	0.1317042994
484	0.1316112104
485	0.1315003427
486	0.1313488054
487	0.1312435653
488	0.1311047988
489	0.1308895423
490	0.1306702138
491	0.1305671565
492	0.1304462824
493	0.1303422426
494	0.1301631945
495	0.1300416313
496	0.1299398572
497	0.1298074941
498	0.1296691133
499	0.129588782
500	0.1294019356
501	0.1292781452
502	0.1291141004
503	0.1289616871
504	0.1287875907
505	0.1286801002
506	0.1285581848
507	0.1284035892
508	0.1282739903
509	0.1281643719
510	0.1280329052
511	0.1279147585
512	0.1277187429
513	0.1275757381
514	0.1274175285
515	0.127324407
516	0.1271126441
517	0.127023207
518	0.1268871535
519	0.1267291292
520	0.1265607799
521	0.1264076242
522	0.1261616448
523	0.1260163001
524	0.12591091
525	0.1257131674
526	0.125612202
527	0.1254931266
528	0.1253187053
529	0.1251259096
530	0.1250180441
531	0.1249289461
532	0.1248320874
533	0.124698926
534	0.1246320866
535	0.1245313641
536	0.124345389
537	0.124239489
538	0.1241551373
539	0.1240151403
540	0.1238626795
541	0.1237618626
542	0.1235935405
543	0.1235046609
544	0.123337232
545	0.1231999247
546	0.1230789669
547	0.1230018226
548	0.1229004786
549	0.1227772849
550	0.1227028409
551	0.1226295054
552	0.1225239248
553	0.1224629199
554	0.122380698
555	0.1222823137
556	0.1221588174
557	0.1220213043
558	0.1219426648
559	0.1218045566
560	0.1216700378
561	0.1215835468
562	0.1214649501
563	0.1213829027
564	0.1212283237
565	0.1211492949
566	0.1210528516
567	0.1209033566
568	0.1207753545
569	0.1206961488
570	0.1205767123
571	0.1203647208
572	0.1202480466
573	0.1201420037
574	0.1199850504
575	0.11990122
576	0.1198016249
577	0.1196642044
578	0.1194649141
579	0.1193948983
580	0.119254461
581	0.1191667708
582	0.1190309532
583	0.1189667186
584	0.1188109631
585	0.1187202145
586	0.1185608726
587	0.1184871516
588	0.1183141603
589	0.1182555597
590	0.1181132836
591	0.1179432253
592	0.1177532077
593	0.1176567567
594	0.1175808595
595	0.1174185261
596	0.1173543015
597	0.1172466261
598	0.1171684811
599	0.1170986116
600	0.1169077896
601	0.1167625245
602	0.1166065507
603	0.1165506601
604	0.1164857583
605	0.1163416593
606	0.1162259671
607	0.1160622862
608	0.1159740562
609	0.1158969699
610	0.1157673606
611	0.1155784009
612	0.1154496888
613	0.1153928939
614	0.1152229228
615	0.1151129022
616	0.1150194172
617	0.1148916972
618	0.1147585155
619	0.114678225
620	0.1145698872
621	0.1144392703
622	0.1142788936
623	0.1141472446
624	0.1140360698
625	0.1139589831
626	0.1138379103
627	0.113650114
628	0.1135313817
629	0.113415463
630	0.1133310272
631	0.1132241359
632	0.1131527438
633	0.1130862337
634	0.1129525921
635	0.1128342266
636	0.1127234782
637	0.1126111572
638	0.112567605
639	0.112444346
640	0.1123155942
641	0.1121649032
642	0.1120910717
643	0.111982235
644	0.1119034614
645	0.1118168461
646	0.1117491752
647	0.1116010344
648	0.1115300147
649	0.1114343335
650	0.111372663
651	0.1112409215
652	0.1111558976
653	0.1110751904
654	0.1109629591
655	0.110816098
656	0.1107046802
657	0.1105972258
658	0.1105270847
659	0.1104611102
660	0.1103996245
661	0.1102610915
662	0.1100887496
663	0.1100043661
664	0.1099303366
665	0.1098748383
666	0.1098114402
667	0.1097437623
668	0.1096461816
669	0.1095621857
670	0.1093985725
671	0.1092683667
672	0.1091905796
673	0.1091128736
674	0.108943716
675	0.1088398425
676	0.108692933
677	0.1085861545
678	0.1085005093
679	0.1083904784
680	0.1083087769
681	0.1081888243
682	0.1081292875
683	0.1080329588
684	0.1079760632
685	0.1078872814
686	0.1077931692
687	0.1076873459
688	0.1075290194
689	0.1074143754
690	0.107336234
691	0.1072502838
692	0.1071436471
693	0.1070209413
694	0.1068969249
695	0.1067616671
696	0.1065961894
697	0.1065186022
698	0.106442926
699	0.1062446262
700	0.1061698096
701	0.1060816609
702	0.1059823139
703	0.1059193186
704	0.105769532
705	0.105688595
706	0.1056135135
707	0.1054947682
708	0.1054133834
709	0.1053625097
710	0.1052318265
711	0.1051079254
712	0.10498656
713	0.1049073286
714	0.1048560097
715	0.1047971151
716	0.1046671166
717	0.1045418026
718	0.1044636654
719	0.1043197076
720	0.1042417345
721	0.1041703298
722	0.1040435011
723	0.1039759202
724	0.103890632
725	0.1038277379
726	0.1037211545
727	0.1036463662
728	0.1035757063
729	0.1034922128
730	0.1034144337
731	0.1033009905
732	0.1031246656
733	0.1030402121
734	0.1029461117
735	0.1028945952
736	0.1028256625
737	0.1027422304
738	0.1026217155
739	0.1025243248
740	0.1024588762
741	0.102345641
742	0.1022596955
743	0.1021704535
744	0.1021021375
745	0.1020510814
746	0.1019687236
747	0.1018541688
748	0.1017363798
749	0.1016323583
750	0.1015499588
751	0.1014524414
752	0.1013890343
753	0.1013251985
754	0.1012390912
755	0.1011471057
756	0.1010734634
757	0.1009408708
758	0.1007724792
759	0.1006472834
760	0.1005299425
761	0.1004199536
762	0.1003383382
763	0.1002246871
764	0.1000815552
765	0.09996144349
766	0.09989188311
767	0.09981369104
768	0.09972089993
769	0.09959086807
770	0.09951743615
771	0.0994661379
772	0.09938289971
773	0.09922001843
774	0.09913183977
775	0.09903339238
776	0.09891315181
777	0.09880306521
778	0.09875475086
779	0.09867818981
780	0.09858176411
781	0.09849352318
782	0.09840312936
783	0.09832445261
784	0.09826719042
785	0.09815612929
786	0.09808116188
787	0.09802272334
788	0.09790775021
789	0.09784912726
790	0.09777475662
791	0.09772281345
792	0.09767054682
793	0.09758974389
794	0.09747370718
795	0.09732028779
796	0.09722995402
797	0.09708656399
798	0.09701090733
799	0.0968650876
800	0.09679448509
801	0.09674415449
802	0.09668251494
803	0.09659775805
804	0.09654375377
805	0.09639335264
806	0.09634297609
807	0.09619076852
808	0.09611994131
809	0.09602193733
810	0.0959349909
811	0.0957650996
812	0.09570501591
813	0.09563417848
814	0.09554340599
815	0.09546746972
816	0.09538354214
817	0.09528127786
818	0.0951764693
819	0.09510500807
820	0.09498322612
821	0.09488826876
822	0.09484178913
823	0.0947742573
824	0.0946757494
825	0.09460429693
826	0.09444782827
827	0.09434659974
828	0.09428732434
829	0.09420584392
830	0.09414202781
831	0.09410251021
832	0.09401966881
833	0.09394972544
834	0.09383975495
835	0.09379517932
836	0.09373190231
837	0.09361347436
838	0.09346118173
839	0.09333066093
840	0.09327218092
841	0.09317600624
842	0.0931096363
843	0.09302514848
844	0.09295234645
845	0.09290993236
846	0.09285500901
847	0.09281739628
848	0.09272147719
849	0.0926663275
850	0.09260505885
851	0.09256345252
852	0.09249536727
853	0.09243824531
854	0.09235885339
855	0.09231176477
856	0.0922611576
857	0.09217543883
858	0.09213395181
859	0.09204950487
860	0.0919676469
861	0.09188713622
862	0.09183848935
863	0.09177038883
864	0.09170556447
865	0.09162564236
866	0.09154395828
867	0.09139755494
868	0.09135988922
869	0.09130997389
870	0.0912026291
871	0.09112279767
872	0.0910583677
873	0.09095460325
874	0.09091372745
875	0.09078649736
876	0.09074120222
877	0.0906355876
878	0.09055908873
879	0.09046185887
880	0.0903991621
881	0.09032445815
882	0.09026154381
883	0.09020180668
884	0.09015480271
885	0.09001720089
886	0.08996139462
887	0.08985850152
888	0.08978882127
889	0.08965037622
890	0.08961142914
891	0.08948031743
892	0.08939395813
893	0.08930960597
894	0.08927498755
895	0.089215026
896	0.0891490907
897	0.0890445274
898	0.08892969636
899	0.08888749393
900	0.08883116469
901	0.08874678218
902	0.08870667524
903	0.0886248294
904	0.0885802738
905	0.08851695885
906	0.08843768743
907	0.08831103287
908	0.08823944134
909	0.08815757663
910	0.08811687086
911	0.08807615049
912	0.08796201355
913	0.08786239957
914	0.08779525833
915	0.08771070577
916	0.08764116646
917	0.0875194049
918	0.08744999907
919	0.08741004907
920	0.08734338854
921	0.08728680392
922	0.08722658754
923	0.08717353507
924	0.0871309799
925	0.08703886507
926	0.08695394589
927	0.08689980583
928	0.08678697495
929	0.08674718826
930	0.08666410985
931	0.08662436647
932	0.08654352214
933	0.08649977563
934	0.08645629376
935	0.08639288605
936	0.08633942735
937	0.0862701324
938	0.08616609323
939	0.08613621656
940	0.08609337321
941	0.08598614311
942	0.08595090697
943	0.08584030626
944	0.08573501646
945	0.0856635576
946	0.08559261485
947	0.08552158396
948	0.08544691012
949	0.08538140772
950	0.08529759039
951	0.08523685203
952	0.08514050249
953	0.08508329604
954	0.0850091225
955	0.08494840636
956	0.08485749993
957	0.08476580039
958	0.0847108081
959	0.08466069466
960	0.08461761751
961	0.08457694436
962	0.08451321723
963	0.08442434244
964	0.08437271073
965	0.08425785671
966	0.08418816664
967	0.08412384366
968	0.08404589044
969	0.08397387392
970	0.0839029945
971	0.08383680489
972	0.08372505037
973	0.0836590795
974	0.08357854288
975	0.08350010227
976	0.08342303792
977	0.08335757934
978	0.08332171768
979	0.08320344648
980	0.08308924031
981	0.08305923592
982	0.08302039005
983	0.08298273763
984	0.08285894648
985	0.08279466179
986	0.08270569549
987	0.08259378991
988	0.08253020313
989	0.08249428279
990	0.08244710981
991	0.08240698624
992	0.08235933437
993	0.0823129487
994	0.08223547333
995	0.08216785586
996	0.08212854033
997	0.08206164244
998	0.08202117768
999	0.08196970134
